Test,Pri,Lstm,tok,5,1000,De,En,0.27791286367569,0.20087739365744,72.492307692308
Test,Sec,Lstm,tok,5,1000,De,En,0.25608470977143,0.16363022948918,65.818181818182
Test,Pri,Lstm,tok,5,1000,Fr,En,0.39558469019133,0.31926096633282,77.013605442177
Test,Sec,Lstm,tok,5,1000,Fr,En,0.28965101967139,0.20212472413116,68.290909090909
Test,Pri,Lstm,tok,5,1000,Tr,Fr,0.35526470878325,0.28572177740134,76.606060606061
Test,Sec,Lstm,tok,5,1000,Tr,Fr,0.32443196228237,0.24265683008332,69.768707482993
Test,Pri,Lstm,morph,5,1000,Tr,Fr,0.35184859797952,0.2875222514778,77.333333333333
Test,Sec,Lstm,morph,5,1000,Tr,Fr,0.36195554472122,0.27598536317021,75.551020408163
Test,Pri,BiLstm,tok,5,1000,En,De,0.14029346920444,-nan,25.454545454545  0.0001
Test,Sec,BiLstm,tok,5,1000,En,De,0.12267401464802,-nan,24.225641025641  0.0001
Test,Pri,BiLstm,tok,5,1000,En,De,0.20573408660257,-nan,55.927272727273   0.00001
Test,Sec,BiLstm,tok,5,1000,En,De,0.19915464935682,-nan,55.323076923077   0.00001
Test,Pri,BiLstm,tok,5,1000,En,De,0.18676385065376,-nan,35.587878787879   0.000001
Test,Sec,BiLstm,tok,5,1000,En,De,0.17846542631162,-nan,34.235897435897   0.000001
Test,Pri,BiLstm,tok,5,1000,Fr,En,0.19199356561414,0.035769524682254,54.632653061224
Test,Sec,BiLstm,tok,5,1000,Fr,En,0.19398235515242,0.052892852789522,55.721212121212
Test,Pri,BiLstm,morph,5,1000,En,Fr,0.2109604372478,-nan,54.909090909091
Test,Sec,BiLstm,morph,5,1000,En,Fr,0.22134477786929,-nan,54.380952380952
Test,Pri,BiLstm,tok,5,1000,Tr,En,0.21516977523444,0.087762006849241,54.945454545455
Test,Sec,BiLstm,tok,5,1000,Tr,En,0.21433561608378,0.085828116658457,54.775757575758
Test,Pri,BiLstm,tok,5,1000,Tr,De,0.21165181838263,-nan,54.812121212121
Test,Sec,BiLstm,tok,5,1000,Tr,De,0.19783398679744,-nan,53.907692307692
Test,Pri,BiLstm,tok,5,1000,Tr,Fr,0.20915714355456,0.074088830177834,55.151515151515
Test,Sec,BiLstm,tok,5,1000,Tr,Fr,0.2198140275615,0.062582091932569,53.605442176871
